ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
617595823,Audio,Bristled Grassbird,Schoenicola striatus,,Shyamal Saikia,2024-04-18,2024,4,18,1554,India,IN-AS-MJ,Assam,Majuli,Kamalabari Ghat,26.9179708,94.1674852,"",,Unspecified,"","",,,,,,,S169134886,"",,,,Photographed,Schoenicola striatus,brigra2,Species,23488,,.00,0,,,
617594951,Audio,Indian Pitta,Pitta brachyura,,Ayaan S,2024-04-19,2024,4,19,629,India,IN-KA-BN,Karnataka,Bengaluru Urban,Thubarahalli Lake,12.9582534,77.7255810,"",,Unspecified,"","",,,,,,,S169250574,"",,,,Recorded calls. Amazing find!,Pitta brachyura,indpit1,Species,13131,,5.00,1,,,
617594953,Audio,Indian Pitta,Pitta brachyura,,Ayaan S,2024-04-19,2024,4,19,629,India,IN-KA-BN,Karnataka,Bengaluru Urban,Thubarahalli Lake,12.9582534,77.7255810,"",,Unspecified,"","",,,,,,,S169250574,"",,,,Recorded calls. Amazing find!,Pitta brachyura,indpit1,Species,13131,,5.00,1,,,
617593623,Audio,Chestnut-tailed Starling,Sturnia malabarica,,Chaiti Banerjee,2024-04-16,2024,4,16,1700,India,IN-WB-PN,West Bengal,North 24 Parganas,"Aloklata apts, 227 Barowaritola, Krishnapur, Kolkata",22.5944393,88.4326029,"",,Unspecified,"","",,,,,,,S168874667,"",,,,,Sturnia malabarica,chtsta2,Species,27390,,.00,0,,,
617593549,Audio,Common Iora,Aegithina tiphia,,Chaiti Banerjee,2024-04-14,2024,4,14,1337,India,IN-WB-NA,West Bengal,Nadia,"Khisma, West Bengal, IN (23.256, 88.587)",23.2559842,88.5872047,"",,Unspecified,"","",,,,,,,S168524105,"",,,,,Aegithina tiphia,comior1,Species,19632,,.00,0,,,
617592890,Audio,Grey-hooded Warbler,Phylloscopus xanthoschistos,,Shalmali Nalawade,2024-04-19,2024,4,19,758,India,IN-HP-KU,Himachal Pradesh,Kullu,The Blue Sheep Hostel (Tirthan),31.6455425,77.3449839,"",,Unspecified,"","",,,,,,,S169248532,"",,,,,Phylloscopus xanthoschistos,gyhwar2,Species,24561,,.00,0,,,
617592360,Audio,Laughing Dove (Little Brown Dove),Spilopelia senegalensis,,Dr Bipasha David,2024-04-19,2024,4,19,604,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S169247222,"",,,,,Spilopelia senegalensis,laudov1,Species,2091,,4.00,1,,,
617592319,Audio,Purple Sunbird,Cinnyris asiaticus,,Dr Bipasha David,2024-04-19,2024,4,19,706,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S169247414,"",,,,,Cinnyris asiaticus,pursun4,Species,29936,,4.00,1,,,
617592279,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Dr Bipasha David,2024-04-19,2024,4,19,706,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S169247414,"",,,,"One normal song recorded , after few minutes it becomes aggressive . Recording attached.",Halcyon smyrnensis,whtkin2,Species,9795,,4.00,1,,,
617592252,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Dr Bipasha David,2024-04-19,2024,4,19,706,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S169247414,"",,,,"One normal song recorded , after few minutes it becomes aggressive . Recording attached.",Halcyon smyrnensis,whtkin2,Species,9795,,4.00,1,,,
617569804,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,Sanu Raj,2024-04-18,2024,4,18,1901,India,IN-KL-KZ,Kerala,Kozhikode,Kakkadampoyil--Karimbu Road,11.3285798,76.1086035,"",,Unspecified,"","",,,,,,,S169191833,"",,,,Two of them were closely observed during flight while the other three were in the forest patch. All of them are calling continuously. The calls were recorded.,Caprimulgus indicus,grynig2,Species,3647,,.00,0,,,
617569805,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,Sanu Raj,2024-04-18,2024,4,18,1901,India,IN-KL-KZ,Kerala,Kozhikode,Kakkadampoyil--Karimbu Road,11.3285798,76.1086035,"",,Unspecified,"","",,,,,,,S169191833,"",,,,Two of them were closely observed during flight while the other three were in the forest patch. All of them are calling continuously. The calls were recorded.,Caprimulgus indicus,grynig2,Species,3647,,.00,0,,,
617569802,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,Sanu Raj,2024-04-18,2024,4,18,1901,India,IN-KL-KZ,Kerala,Kozhikode,Kakkadampoyil--Karimbu Road,11.3285798,76.1086035,"",,Unspecified,"","",,,,,,,S169191833,"",,,,Two of them were closely observed during flight while the other three were in the forest patch. All of them are calling continuously. The calls were recorded.,Caprimulgus indicus,grynig2,Species,3647,,.00,0,,,
617569803,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,Sanu Raj,2024-04-18,2024,4,18,1901,India,IN-KL-KZ,Kerala,Kozhikode,Kakkadampoyil--Karimbu Road,11.3285798,76.1086035,"",,Unspecified,"","",,,,,,,S169191833,"",,,,Two of them were closely observed during flight while the other three were in the forest patch. All of them are calling continuously. The calls were recorded.,Caprimulgus indicus,grynig2,Species,3647,,.00,0,,,
617567813,Audio,Grey-breasted Prinia,Prinia hodgsonii,,Lathika  K K,2024-04-09,2024,4,9,1006,India,IN-KL-KN,Kerala,Kannur,"Vaishnavi, Kerala, IN (11.777, 75.527)",11.7771997,75.5267863,"",,Unspecified,"","",,,,,,,S169187279,"",,,,,Prinia hodgsonii,gybpri1,Species,22823,,.00,0,,,
617567506,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,Sahana M,2024-04-17,2024,4,17,1848,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Radio Astronomy Centre, Muthorai",11.3834879,76.6656876,"",,Unspecified,"","",,,,,,,S169165381,"",,,,,Caprimulgus indicus,grynig2,Species,3647,,.00,0,,,
617567441,Audio,Common Tailorbird,Orthotomus sutorius,,Lathika  K K,2024-04-17,2024,4,17,844,India,IN-KL-KN,Kerala,Kannur,"Vaishnavi(11.777, 75.527)",11.7771333,75.5268493,"",,Unspecified,"","",,,,,,,S169187379,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,.00,0,,,
617567344,Audio,Red Spurfowl,Galloperdix spadicea,,Sahana M,2024-04-17,2024,4,17,1848,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Radio Astronomy Centre, Muthorai",11.3834879,76.6656876,"",,Unspecified,"","",,,,,,,S169165381,"",,,,,Galloperdix spadicea,redspu1,Species,1537,,.00,0,,,
617567300,Audio,Lesser Whistling-Duck,Dendrocygna javanica,,Lathika  K K,2024-04-18,2024,4,18,2235,India,IN-KL-KN,Kerala,Kannur,"Vaishnavi(11.777, 75.527)",11.7771333,75.5268493,"",,Unspecified,"","",,,,,,,S169186873,"",,,,,Dendrocygna javanica,lewduc1,Species,247,,.00,0,,,
617566543,Audio,Nilgiri Flycatcher,Eumyias albicaudatus,,Sahana M,2024-04-18,2024,4,18,658,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Botanical Garden, Ooty",11.4186585,76.7109237,"",,Unspecified,"","",,,,,,,S169141694,"",,,,,Eumyias albicaudatus,nilfly2,Species,28584,,.00,0,,,
617566125,Audio,Nilgiri Sholakili,Sholicola major,,Sahana M,2024-04-18,2024,4,18,658,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Botanical Garden, Ooty",11.4186585,76.7109237,"",,Unspecified,"","",,,,,,,S169141694,"",,,,,Sholicola major,whbsho1,Species,28549,,.00,0,,,
617565913,Audio,Indian Blackbird,Turdus simillimus,,Sahana M,2024-04-18,2024,4,18,658,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Botanical Garden, Ooty",11.4186585,76.7109237,"",,Unspecified,"","",,,,,,,S169141694,"",,,,,Turdus simillimus,eurbla2,Species,28192,,.00,0,,,
617565909,Audio,Indian Blue Robin,Larvivora brunnea,,Sahana M,2024-04-18,2024,4,18,658,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Botanical Garden, Ooty",11.4186585,76.7109237,"",,Unspecified,"","",,,,,,,S169141694,"",,,,,Larvivora brunnea,inbrob1,Species,28889,,.00,0,,,
617565379,Audio,Pale Blue Flycatcher,Cyornis unicolor,,Chonseng Sangma,2024-04-16,2024,4,16,838,India,IN-ML-EG,Meghalaya,East Garo Hills,Nokrek Biosphere Reserve,25.4618447,90.3223341,"",,Unspecified,"","",,,,,,,S169044350,"",,,,Photo and audio,Cyornis unicolor,pabfly2,Species,28624,,.00,0,,,
617565359,Audio,Golden-throated Barbet,Psilopogon franklinii,,Chonseng Sangma,2024-04-16,2024,4,16,838,India,IN-ML-EG,Meghalaya,East Garo Hills,Nokrek Biosphere Reserve,25.4618447,90.3223341,"",,Unspecified,"","",,,,,,,S169044350,"",,,,,Psilopogon franklinii,gotbar2,Species,10541,,.00,0,,,
617565287,Audio,Nilgiri Sholakili,Sholicola major,,Sahana M,2024-04-18,2024,4,18,658,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Botanical Garden, Ooty",11.4186585,76.7109237,"",,Unspecified,"","",,,,,,,S169141694,"",,,,,Sholicola major,whbsho1,Species,28549,,.00,0,,,
617565293,Audio,Nilgiri Laughingthrush (Nilgiri Chilappan),Montecincla cachinnans,,Sahana M,2024-04-18,2024,4,18,658,India,IN-TN-NI,Tamil Nadu,The Nilgiris,"Botanical Garden, Ooty",11.4186585,76.7109237,"",,Unspecified,"","",,,,,,,S169141694,"",,,,,Montecincla cachinnans,bkclau2,Species,26046,,.00,0,,,
617565180,Audio,Grey Nightjar (Eastern Jungle Nightjar),Caprimulgus jotaka,,Muzaffar A Kichloo,2024-04-18,2024,4,18,2107,India,IN-JK-DO,Jammu and Kashmir,Doda,HSS Kandhote,33.1438317,75.7311517,"",,Unspecified,"","",,,,,,,S169172198,Unconfirmed,,,,Heard singing,Caprimulgus jotaka,grynig1,Species,3650,,.00,0,,,
617565036,Audio,Oriental Scops-Owl,Otus sunia,,Muzaffar A Kichloo,2024-04-18,2024,4,18,2107,India,IN-JK-DO,Jammu and Kashmir,Doda,HSS Kandhote,33.1438317,75.7311517,"",,Unspecified,"","",,,,,,,S169172198,Unconfirmed,,,,,Otus sunia,orsowl,Species,8572,,.00,0,,,
617565051,Audio,Indian Cuckoo,Cuculus micropterus,,Chonseng Sangma,2024-04-17,2024,4,17,1623,India,IN-ML-WG,Meghalaya,West Garo Hills,Nokrek NP--Daribokgre (Daribok Village),25.4898198,90.3229834,"",,Unspecified,"","",,,,,,,S169028151,"",,,,,Cuculus micropterus,indcuc1,Species,3413,,.00,0,,,
617559000,Audio,Red-vented Bulbul,Pycnonotus cafer,,Rajesh Kalra,2024-04-16,2024,4,16,1200,India,IN-DL-SH,Delhi,Shahdara,GTB Hospital Campus IN/DL,28.6831522,77.3093909,"",,Unspecified,"","",,,,,,,S169149501,"",,,,,Pycnonotus cafer,revbul,Species,24335,,.00,0,,,
617557973,Audio,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),Dinopium benghalense,,Sanu Raj,2024-04-17,2024,4,17,843,India,IN-KL-KZ,Kerala,Kozhikode,"Nanminda, Kunnatheru",11.4331748,75.8306934,"",,Unspecified,"","",,,,,,,S168984006,"",,,,,Dinopium benghalense,bkrfla1,Species,11388,,.00,0,,,
617556633,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,Kamran Husain,2024-04-17,2024,4,17,918,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII)--Nature Trail & Lake,30.2863550,77.9744017,"",,Unspecified,"","",,,,,,,S168987742,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10533,,.00,0,,,
617555439,Audio,Black Kite,Milvus migrans,,Alok Tewari,2024-04-09,2024,4,9,1615,India,IN-DL-WE,Delhi,West Delhi,"B-1-A / 13-C, Janakpuri, New Delhi",28.6273130,77.0894930,Adult – 1,"Call; Foraging or Eating; Nest Building; Song",Not Used,"","",,,,,,,S169129336,"",,,Giving long song like call heard in spring/ summer season.,A few pair nests in the tall Eucalyptus and Ficus trees.,Milvus migrans,blakit1,Species,8165,,2.33,3,"",,
617554804,Audio,Green-backed Tit,Parus monticolus,"Phylloscopus xanthoschistos -- Grey-hooded Warbler; Mycerobas icterioides -- Black-and-yellow Grosbeak",Sarabjeet Kaur,2024-04-06,2024,4,6,1445,India,IN-UL-TG,Uttarakhand,Tehri Garhwal,"Surkunda Devi Temple, Saklana Range, Chamba - Mussoorie Road, Uttarakhand, IN",30.4058143,78.2881713,"",Song,Not Used,"","",,,Merlin,,,,S167484250,"",,,,,Parus monticolus,grbtit1,Species,21781,,5.00,1,"",,
617554803,Audio,Green-backed Tit,Parus monticolus,Phylloscopus xanthoschistos -- Grey-hooded Warbler,Sarabjeet Kaur,2024-04-06,2024,4,6,1445,India,IN-UL-TG,Uttarakhand,Tehri Garhwal,"Surkunda Devi Temple, Saklana Range, Chamba - Mussoorie Road, Uttarakhand, IN",30.4058143,78.2881713,"",Song,Unspecified,"","",,,Merlin,,,,S167484250,"",,,,,Parus monticolus,grbtit1,Species,21781,,5.00,1,"",,
617554802,Audio,Green-backed Tit,Parus monticolus,,Sarabjeet Kaur,2024-04-06,2024,4,6,1445,India,IN-UL-TG,Uttarakhand,Tehri Garhwal,"Surkunda Devi Temple, Saklana Range, Chamba - Mussoorie Road, Uttarakhand, IN",30.4058143,78.2881713,"",Call,Not Used,"","",,,Merlin,,,,S167484250,"",,,,,Parus monticolus,grbtit1,Species,21781,,5.00,1,"",,
617554785,Audio,"Hume's Warbler",Phylloscopus humei,Trochalopteron lineatum -- Streaked Laughingthrush,Sarabjeet Kaur,2024-04-06,2024,4,6,1200,India,IN-UL-TG,Uttarakhand,Tehri Garhwal,"Surkunda Devi Temple, Saklana Range, Chamba - Mussoorie Road, Uttarakhand, IN",30.4058143,78.2881713,"",Call,Unspecified,"","",,,Merlin,,,,S167673651,"",,,,,Phylloscopus humei,humwar1,Species,24384,,4.00,1,"",,
617554784,Audio,Black-and-yellow Grosbeak,Mycerobas icterioides,Phylloscopus xanthoschistos -- Grey-hooded Warbler,Sarabjeet Kaur,2024-04-06,2024,4,6,1200,India,IN-UL-TG,Uttarakhand,Tehri Garhwal,"Surkunda Devi Temple, Saklana Range, Chamba - Mussoorie Road, Uttarakhand, IN",30.4058143,78.2881713,"",Call,Not Used,"","",,,Merlin,,,,S167673651,"",,,,,Mycerobas icterioides,baygro1,Species,31550,,5.00,1,"",,
617554762,Audio,Black-and-yellow Grosbeak,Mycerobas icterioides,,Sarabjeet Kaur,2024-04-06,2024,4,6,1045,India,IN-UL-TG,Uttarakhand,Tehri Garhwal,"Surkunda Devi Temple, Saklana Range, Chamba - Mussoorie Road, Uttarakhand, IN",30.4058143,78.2881713,"",Call,Not Used,"","",,,,,,,S167673644,"",,,,,Mycerobas icterioides,baygro1,Species,31550,,5.00,1,"",,
617554761,Audio,Black-and-yellow Grosbeak,Mycerobas icterioides,,Sarabjeet Kaur,2024-04-06,2024,4,6,1045,India,IN-UL-TG,Uttarakhand,Tehri Garhwal,"Surkunda Devi Temple, Saklana Range, Chamba - Mussoorie Road, Uttarakhand, IN",30.4058143,78.2881713,"",Call,Not Used,"","",,,Merlin,,,,S167673644,"",,,,,Mycerobas icterioides,baygro1,Species,31550,,5.00,1,"",,
617553764,Audio,Mount Victoria Babax,Pterorhinus woodi,,Suman Paul,2024-04-09,2024,4,9,550,India,IN-MZ-LA,Mizoram,Lawngtlai,Far Pak,22.6709492,93.0446189,"",Song,Unspecified,"","",,,,,,,S169123547,"",,,,Mount Victoria Babax,Pterorhinus woodi,chibub1,Species,26363,,.00,0,"",,
617552685,Audio,Puff-throated Babbler,Pellorneum ruficeps,,Aniruddha Joshi,2024-04-18,2024,4,18,730,India,IN-MH-PU,Maharashtra,Pune,ARAI Hills (Vetal Tekdi),18.5278910,73.8174565,"",,Unspecified,"","",,,,,,,S169121575,"",,,,One seen calling and heard other calling at same time,Pellorneum ruficeps,putbab1,Species,25761,,.00,0,,,
617552633,Audio,Purple-rumped Sunbird,Leptocoma zeylonica,,Samish Dhongle,2024-04-18,2024,4,18,820,India,IN-MH-AK,Maharashtra,Akola,RanpiseNagar open ground,20.7104876,77.0140025,"",,Unspecified,"","",,,,,,,S169116405,"",,,,,Leptocoma zeylonica,pursun3,Species,29768,,.00,0,,,
617551742,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Santanu Guha Roy,2024-04-18,2024,4,18,850,India,IN-WB-PS,West Bengal,South 24 Parganas,East India Pharmaceuticals,22.4812481,88.2971215,"",,Unspecified,"","",,,,,,,S169120215,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,.00,0,,,
617549683,Audio,Indian Cuckoo,Cuculus micropterus,,srinithi Balaji,2024-04-17,2024,4,17,909,India,IN-TN-CP,Tamil Nadu,Chengalpattu,"South Street, Chennai IN-TN (12.9447,80.1488)",12.9447050,80.1487700,"",,Unspecified,"","",,,,,,,S169117217,"",,,,Heard call from within the mango tree,Cuculus micropterus,indcuc1,Species,3413,,.00,0,,,
617548700,Audio,Ashy Prinia,Prinia socialis,,Samish Dhongle,2024-04-18,2024,4,18,820,India,IN-MH-AK,Maharashtra,Akola,RanpiseNagar open ground,20.7104876,77.0140025,"",,Unspecified,"","",,,,,,,S169116405,"",,,,,Prinia socialis,ashpri1,Species,22862,,.00,0,,,
617548467,Audio,Collared Pratincole,Glareola pratincola,,Abhijeet Rasal,2024-04-16,2024,4,16,750,India,IN-MH-SO,Maharashtra,Solapur,Ujani Dam -- Kondar Chincoli (South side),18.2857534,74.8236644,"",,Unspecified,"","",,,,,,,S168989195,"",,,,"A nice exercise to search for Collared in so many Orientals. It was tough but fun and with new practical learning. Classic case of what we know from literature as opposed to what our eyes see in the field.  Once the eyes got trained on seeing Orientals, the subtly different Collared started standing out as an odd man out. Less taller stature, more horizontal stance, clear and apparent tail streamers reaching the tail tips, paler lores than Oriental, a cleaner graduated breast coloration than rufous-brown of Oriental, easily seen wires of the tail in flight, hint of white near secondaries when perched and visually apparent white trailing edge of secondaries when seen in flight, the rufous underwing patch reaching and covering axillaries - were the separators from Orientals.  Behaviour - At ease but aware of movements. Gave calls intermittently and in flight. Kept distance. It did lie down in the ground depressions once in a while; unsure whether this was to hide or rest but we didn't notice the same in case of Oriental.",Glareola pratincola,colpra,Species,6308,,.00,0,,,
617548461,Audio,Oriental Pratincole,Glareola maldivarum,,Abhijeet Rasal,2024-04-16,2024,4,16,750,India,IN-MH-SO,Maharashtra,Solapur,Ujani Dam -- Kondar Chincoli (South side),18.2857534,74.8236644,"",,Unspecified,"","",,,,,,,S168989195,"",,,,Conservative estimate from the patch birded and based on the visually identifiable distance. Counted by noting the clusters of individuals containing roughly 6 birds and then noting them in 4 patches. Rounded the number considering birds flushed and in flight.,Glareola maldivarum,oripra,Species,6306,,.00,0,,,
617547599,Audio,Asian Fairy-bluebird,Irena puella,"Spilopelia chinensis -- Spotted Dove; Pycnonotus jocosus -- Red-whiskered Bulbul",Subha N,2024-04-06,2024,4,6,1355,India,IN-TN-ER,Tamil Nadu,Erode,"Unnamed Road, Thamarakkarai R.F., Tamil Nadu, IN (11.763, 77.57)",11.7630406,77.5704553,"",,Unspecified,"","",,,,,,,S167385760,"",,,,Seen,Irena puella,asfblu1,Species,30129,,.00,0,,,
617542869,Audio,Purple-rumped Sunbird,Leptocoma zeylonica,,Abhimanyu A,2024-04-16,2024,4,16,635,India,IN-KL-KL,Kerala,Kollam,Home and surroundings,8.9026550,76.7880617,"",,Unspecified,"","",,,,,,,S168845901,"",,,,,Leptocoma zeylonica,pursun3,Species,29768,,5.00,1,,,
617526874,Audio,Eastern Yellow Wagtail,Motacilla tschutschensis,,Pradnyavant Mane,2024-04-17,2024,4,17,1631,India,IN-MH-TH,Maharashtra,Thane,"Thakurli West   19.228, 73.1",19.2276505,73.0996109,"","Flight Call; Foraging or Eating",Unspecified,"","",,,Olympus LS100,Rode NTG4+,Rode windjammer,,S169017628,"",,,"edit with audacity,High pass filter 2000,12db",,Motacilla tschutschensis,eaywag,Species,31182,,.00,0,"",,
617518266,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,Anand Birdlife,2024-04-16,2024,4,16,1600,India,IN-TN-KK,Tamil Nadu,Kanniyakumari,"Maharajapuram-Kannankulam Ponds, Anjugramam",8.1531260,77.5798163,"",,Unspecified,"","",,,,,,,S169036866,"",,,,,Hierococcyx varius,cohcuc1,Species,3398,,2.00,1,,,
617518091,Audio,White-throated Fantail,Rhipidura albicollis,,Abhijeet  Avate,2024-04-16,2024,4,16,1615,India,IN-HP-MA,Himachal Pradesh,Mandi,"Bir, Namlang Jungle",32.0316189,76.7161506,"",,Unspecified,"","",,,,,,,S169038262,"",,,,,Rhipidura albicollis,whtfan1,Species,19900,,4.00,1,,,
617518074,Audio,Chestnut-headed Tesia,Cettia castaneocoronata,,Abhijeet  Avate,2024-04-16,2024,4,16,1615,India,IN-HP-MA,Himachal Pradesh,Mandi,"Bir, Namlang Jungle",32.0316189,76.7161506,"",,Unspecified,"","",,,,,,,S169038262,Unconfirmed,,,,Call recorded.,Cettia castaneocoronata,chhtes1,Species,24680,,5.00,1,,,
617518058,Audio,Grey-winged Blackbird,Turdus boulboul,,Abhijeet  Avate,2024-04-16,2024,4,16,1615,India,IN-HP-MA,Himachal Pradesh,Mandi,"Bir, Namlang Jungle",32.0316189,76.7161506,"",,Unspecified,"","",,,,,,,S169038262,"",,,,,Turdus boulboul,gywbla1,Species,28191,,5.00,1,,,
617518037,Audio,Blue-throated Flycatcher,Cyornis rubeculoides,,Abhijeet  Avate,2024-04-16,2024,4,16,1615,India,IN-HP-MA,Himachal Pradesh,Mandi,"Bir, Namlang Jungle",32.0316189,76.7161506,"",,Unspecified,"","",,,,,,,S169038262,"",,,,,Cyornis rubeculoides,butfly1,Species,28628,,4.00,1,,,
617517150,Audio,Common Tailorbird,Orthotomus sutorius,,SOVON PARBAT,2024-04-17,2024,4,17,600,India,IN-JH-HA,Jharkhand,Hazaribagh,Hazaribagh Pinjrapole Gaushala,23.9630000,85.4260000,"",,Unspecified,"","",,,,,,,S168995559,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,.00,0,,,
617517137,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,Abhijeet  Avate,2024-04-17,2024,4,17,1600,India,IN-HP-MA,Himachal Pradesh,Mandi,"Bir, Namlang Jungle",32.0316189,76.7161506,"",,Unspecified,"","",,,,,,,S169034720,Unconfirmed,,,,"Heard, Recorded.",Hierococcyx varius,cohcuc1,Species,3398,,4.00,1,,,
617517134,Audio,Red Junglefowl,Gallus gallus,,Abhijeet  Avate,2024-04-17,2024,4,17,1600,India,IN-HP-MA,Himachal Pradesh,Mandi,"Bir, Namlang Jungle",32.0316189,76.7161506,"",,Unspecified,"","",,,,,,,S169034720,"",,,,,Gallus gallus,redjun,Species,1562,,5.00,1,,,
617514634,Audio,Black-headed Ibis,Threskiornis melanocephalus,"Vanellus indicus -- Red-wattled Lapwing; Acridotheres tristis -- Common Myna; Halcyon smyrnensis -- White-throated Kingfisher; Eudynamys scolopaceus -- Asian Koel; Sturnia pagodarum -- Brahminy Starling; Caprimulgus affinis -- Savanna Nightjar",Lakshmikant Neve,2024-04-17,2024,4,17,1827,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--behind BTPS,21.0601671,75.8352971,Adult – 1,"Call; Foraging or Eating; Mechanical Sound",Not Used,"","",,,,,,,S169021084,"",,,One individual  was aggressive.Target species ,,Threskiornis melanocephalus,blhibi1,Species,7581,,2.00,1,"",,
617514608,Audio,Indian Nightjar,Caprimulgus asiaticus,"Vanellus indicus -- Red-wattled Lapwing; Threskiornis melanocephalus -- Black-headed Ibis; Caprimulgus affinis -- Savanna Nightjar; Pavo cristatus -- Indian Peafowl",Lakshmikant Neve,2024-04-17,2024,4,17,1827,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--behind BTPS,21.0601671,75.8352971,Adult – 1,Call,Not Used,"","",,,,,,,S169021084,"",,,,,Caprimulgus asiaticus,indnig1,Species,3711,,3.00,1,"",,
617513741,Audio,Oriental Magpie-Robin,Copsychus saularis,"Halcyon smyrnensis -- White-throated Kingfisher; Gallus gallus -- Red Junglefowl",Sarabjeet Kaur,2024-04-06,2024,4,6,605,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Not Used,"","",,,Merlin,,,,S167310666,"",,,,,Copsychus saularis,magrob,Species,28501,,5.00,1,"",,
617513723,Audio,Oriental Magpie-Robin,Copsychus saularis,"Gallus gallus -- Red Junglefowl; Halcyon smyrnensis -- White-throated Kingfisher; Dendrocitta vagabunda -- Rufous Treepie",Sarabjeet Kaur,2024-04-06,2024,4,6,605,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Not Used,"","",,,Merlin,,,,S167310666,"",,,,,Copsychus saularis,magrob,Species,28501,,5.00,1,"",,
617513708,Audio,Himalayan Black Bulbul,Hypsipetes leucocephalus,Gallus gallus -- Red Junglefowl,Sarabjeet Kaur,2024-04-06,2024,4,6,605,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Not Used,"","",,,Merlin,,,,S167310666,"",,,,,Hypsipetes leucocephalus,blabul1,Species,24173,,5.00,1,"",,
617513705,Audio,Oriental Magpie-Robin,Copsychus saularis,,Sarabjeet Kaur,2024-04-06,2024,4,6,605,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Unspecified,"","",,,Merlin,,,,S167310666,"",,,,,Copsychus saularis,magrob,Species,28501,,5.00,1,"",,
617512929,Audio,Asian Koel,Eudynamys scolopaceus,,MANOJ KUMAR MK1,2024-04-16,2024,4,16,904,India,IN-PB-LU,Punjab,Ludhiana,"R18 Forestry RS Area, PAU, Ludhiana, Punjab, IN (30.908, 75.812)",30.9083822,75.8116715,"",,Unspecified,"","",,,,,,,S168858228,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,5.00,1,,,
617512930,Audio,Asian Koel,Eudynamys scolopaceus,,MANOJ KUMAR MK1,2024-04-16,2024,4,16,904,India,IN-PB-LU,Punjab,Ludhiana,"R18 Forestry RS Area, PAU, Ludhiana, Punjab, IN (30.908, 75.812)",30.9083822,75.8116715,"",,Unspecified,"","",,,,,,,S168858228,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,5.00,1,,,
