ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
632593320,Audio,bee-eater sp.,Merops sp.,,,Venkatesh Agarwal,2025-03-22,2025,3,22,1741,India,IN-KA-BN,Karnataka,Bengaluru Urban,OB Chudanahalli kere,12.8362694,77.5312800,"",,Unspecified,"","",,,,,,,S220152670,"",,,,Calls sounded different from blue tailed.....came down hovering around sunset…roosting on a tree close to the resort…calls recorded…as it was very cloudy and already dark couldn’t click the pictures….went again this morning to see if they are still around but unfortunately didn’t find any,Merops sp.,beeeat1,Spuh,9735,,.00,0,,,
632593309,Audio,Spot-breasted Laughingthrush,Garrulax merulinus,,,Arka Sarkar,2025-03-24,2025,3,24,530,India,IN-MZ-AI,Mizoram,Aizawl,"Sailam Road, Sailam, Mizoram",23.3636319,92.7842305,"",,Unspecified,"","",,,,,,,S220404472,"",,,,One bird seen well. Rest heard,Garrulax merulinus,spblau1,Species,26457,,5.00,1,,,
632593133,Audio,White-breasted Waterhen,Amaurornis phoenicurus,,,Dr Bipasha David,2025-03-23,2025,3,23,810,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Maharishi Aashram,Prayagraj, Uttar Pradesh, IN (25.414, 81.888)",25.4141252,81.8881822,"",,Unspecified,"","",,,,,,,S220146441,"",,,,Chasing .,Amaurornis phoenicurus,whbwat1,Species,5495,,3.00,2,,,
632593126,Audio,White-breasted Waterhen,Amaurornis phoenicurus,,,Dr Bipasha David,2025-03-23,2025,3,23,810,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Maharishi Aashram,Prayagraj, Uttar Pradesh, IN (25.414, 81.888)",25.4141252,81.8881822,"",,Unspecified,"","",,,,,,,S220146441,"",,,,Chasing .,Amaurornis phoenicurus,whbwat1,Species,5495,,5.00,1,,,
632593037,Audio,Red-wattled Lapwing,Vanellus indicus,,,Dr Bipasha David,2025-03-23,2025,3,23,810,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Maharishi Aashram,Prayagraj, Uttar Pradesh, IN (25.414, 81.888)",25.4141252,81.8881822,"",,Unspecified,"","",,,,,,,S220146441,"",,,,,Vanellus indicus,rewlap1,Species,5822,,3.00,1,,,
632593027,Audio,Red-wattled Lapwing,Vanellus indicus,,,Dr Bipasha David,2025-03-23,2025,3,23,810,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Maharishi Aashram,Prayagraj, Uttar Pradesh, IN (25.414, 81.888)",25.4141252,81.8881822,"",,Unspecified,"","",,,,,,,S220146441,"",,,,,Vanellus indicus,rewlap1,Species,5822,,2.00,1,,,
632593011,Audio,Indian Peafowl,Pavo cristatus,,,Dr Bipasha David,2025-03-23,2025,3,23,810,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Maharishi Aashram,Prayagraj, Uttar Pradesh, IN (25.414, 81.888)",25.4141252,81.8881822,"",,Unspecified,"","",,,,,,,S220146441,"",,,,,Pavo cristatus,compea,Species,1539,,3.00,1,,,
632592375,Audio,Indian Golden Oriole,Oriolus kundoo,,,Raja Simma Pandiyan,2025-03-24,2025,3,24,1028,India,IN-TN-TJ,Tamil Nadu,Thanjavur,"Kudamuruty River Trail, Thirupalaithurai",10.9351959,79.2819089,"",,Unspecified,"","",,,,,,,S220409142,"",,,,,Oriolus kundoo,ingori1,Species,19412,,4.00,1,,,
632591645,Audio,Rose-ringed Parakeet,Psittacula krameri,,,Prem swaroop Kolluru,2025-03-24,2025,3,24,650,India,IN-AP-VS,Andhra Pradesh,Visakhapatnam,"Andhra University, South Campus",17.7232441,83.3239584,"",,Unspecified,"","",,,,,,,S220398906,"",,,,,Psittacula krameri,rorpar,Species,12232,,.00,0,,,
632591644,Audio,Alexandrine Parakeet,Psittacula eupatria,,,Prem swaroop Kolluru,2025-03-24,2025,3,24,650,India,IN-AP-VS,Andhra Pradesh,Visakhapatnam,"Andhra University, South Campus",17.7232441,83.3239584,"",,Unspecified,"","",,,,,,,S220398906,"",,,,,Psittacula eupatria,alepar2,Species,12225,,.00,0,,,
632591638,Audio,Asian Koel,Eudynamys scolopaceus,,,Prem swaroop Kolluru,2025-03-24,2025,3,24,650,India,IN-AP-VS,Andhra Pradesh,Visakhapatnam,"Andhra University, South Campus",17.7232441,83.3239584,"",,Unspecified,"","",,,,,,,S220398906,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632587943,Audio,Himalayan Black Bulbul,Hypsipetes leucocephalus,,,MANOJ KUMAR MK1,2025-03-16,2025,3,16,1305,India,IN-HP-MA,Himachal Pradesh,Mandi,"H mandi 1 , Himachal Pradesh, IN (31.698, 76.92)",31.6979429,76.9199541,"",,Unspecified,"","",,,,,,,S218786787,"",,,,,Hypsipetes leucocephalus,blabul1,Species,24361,,.00,0,,,
632587265,Audio,Greenish Warbler,Phylloscopus trochiloides,,,Lakshmikant Neve,2025-03-23,2025,3,23,751,India,IN-MH-JG,Maharashtra,Jalgaon,Bhusawal Thermal Power Station (BTPS)--500MW Premises,21.0482838,75.8529326,"",,Unspecified,"","",,,,,,,S220141464,"",,,,,Phylloscopus trochiloides,grewar3,Species,24691,,.00,0,,,
632587250,Audio,Grey Wagtail,Motacilla cinerea,Prinia socialis -- Ashy Prinia,,Lakshmikant Neve,2025-03-23,2025,3,23,751,India,IN-MH-JG,Maharashtra,Jalgaon,Bhusawal Thermal Power Station (BTPS)--500MW Premises,21.0482838,75.8529326,"","Call; Foraging or Eating",Unspecified,"","",,,,,,,S220141464,"",,,Nearer to power station,Flew away with pause along the accumulated water stream.,Motacilla cinerea,grywag,Species,31403,,1.00,1,"",,
632587153,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632587033,Audio,White-browed Wagtail (Large Pied Wagtail),Motacilla maderaspatensis,,,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Motacilla maderaspatensis,whbwag1,Species,31439,,.00,0,,,
632587010,Audio,Wood Sandpiper,Tringa glareola,,,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Tringa glareola,woosan,Species,6075,,.00,0,,,
632586978,Audio,Western Yellow Wagtail,Motacilla flava,,,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Motacilla flava,eaywag1,Species,31407,,.00,0,,,
632586768,Audio,Western Yellow Wagtail,Motacilla flava,,,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Motacilla flava,eaywag1,Species,31407,,.00,0,,,
632586692,Audio,White-browed Wagtail (Large Pied Wagtail),Motacilla maderaspatensis,"Eudynamys scolopaceus -- Asian Koel; Ortygornis pondicerianus -- Grey Francolin; Vanellus indicus -- Red-wattled Lapwing",,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Motacilla maderaspatensis,whbwag1,Species,31439,,.00,0,,,
632586629,Audio,Red-wattled Lapwing,Vanellus indicus,,,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Vanellus indicus,rewlap1,Species,5822,,.00,0,,,
632586570,Audio,Green Sandpiper,Tringa ochropus,,,Lakshmikant Neve,2025-03-23,2025,3,23,1709,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--Behind BTPS,21.0576971,75.8351340,"",,Unspecified,"","",,,,,,,S220223963,"",,,,,Tringa ochropus,grnsan,Species,6066,,2.00,1,,,
632586404,Audio,Asian Koel,Eudynamys scolopaceus,,,Lakshmikant Neve,2025-03-22,2025,3,22,603,India,IN-MH-JG,Maharashtra,Jalgaon,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436258,75.8483320,"",,Unspecified,"","",,,,,,,S220399981,"",,,,A male koel came at dot 0603/04 hrs @same location.  Though I am in deep sleep I was waiting for the call. cannot get sample.,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632586032,Audio,Asian Koel,Eudynamys scolopaceus,,,Lakshmikant Neve,2025-03-23,2025,3,23,601,India,IN-MH-JG,Maharashtra,Jalgaon,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436258,75.8483320,"",,Unspecified,"","",,,,,,,S220131451,"",,,,A male koel again came at dot 0604 hrs as yesterday @same location.Today calling almost 2+ minutes & 10 different notes which were more than yesterday.  Though I am in deep sleep I was waiting for the call.,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632585703,Audio,Asian Koel,Eudynamys scolopaceus,,,Lakshmikant Neve,2025-03-24,2025,3,24,600,India,IN-MH-JG,Maharashtra,Jalgaon,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436258,75.8483320,"",,Unspecified,"","",,,,,,,S220397934,"",,,,A male koel again came at dot 0604 hrs as yesterday @same location.Today calling almost 2+ minutes & 10+ different notes which were more than yesterday.  Though I am in deep sleep I was waiting for the call.  Todey one more koel responding.,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632584713,Audio,Red-whiskered Bulbul,Pycnonotus jocosus,,,Sujith S,2025-03-23,2025,3,23,736,India,IN-KL-KZ,Kerala,Kozhikode,"Koyilandi, Naduvannur IN-KL 11.48798, 75.77393",11.4879820,75.7739320,"",Call,Unspecified,"","",,,,,,,S220135475,"",,,,,Pycnonotus jocosus,rewbul,Species,24503,,2.00,1,"",,
632584672,Audio,Rufous Treepie,Dendrocitta vagabunda,,,Sujith S,2025-03-08,2025,3,8,809,India,IN-KL-KZ,Kerala,Kozhikode,"Quilandy, Naduvannur IN-Kerala 11.48789, 75.77419",11.4878880,75.7741940,"",Call,Unspecified,"","",,,,,,,S217137730,"",,,,,Dendrocitta vagabunda,ruftre2,Species,21210,,3.00,1,"",,
632584195,Audio,Greater Coucal,Centropus sinensis,,,Dr Nandini Patil,2025-03-24,2025,3,24,556,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S220395666,"",,,,,Centropus sinensis,grecou1,Species,3075,,.00,0,,,
632583978,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Dr Nandini Patil,2025-03-24,2025,3,24,556,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S220395666,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632583977,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Dr Nandini Patil,2025-03-24,2025,3,24,556,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S220395666,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632583962,Audio,Large-billed Crow,Corvus macrorhynchos,,,Dr Nandini Patil,2025-03-24,2025,3,24,556,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S220395666,"",,,,calls from 5.55am,Corvus macrorhynchos,labcro1,Species,21362,,.00,0,,,
632583957,Audio,Red-naped Ibis (Indian Black Ibis),Pseudibis papillosa,,,Dr Nandini Patil,2025-03-24,2025,3,24,556,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S220395666,"",,,,calls from 6 am,Pseudibis papillosa,renibi1,Species,7418,,.00,0,,,
632580740,Audio,Indian Robin,Copsychus fulicatus,,,Vivekananda K,2025-03-24,2025,3,24,541,India,IN-KA-BN,Karnataka,Bengaluru Urban,Good Earth Malhar,12.8852090,77.4653860,"",,Unspecified,"","",,,,,,,S220388852,"",,,,,Copsychus fulicatus,indrob1,Species,28726,,.00,0,,,
632565774,Audio,Small Pratincole,Glareola lactea,,,Dinu Bandyopadhyay,2025-03-07,2025,3,7,800,India,IN-WB-BI,West Bengal,Birbhum,Ajay river area,23.6191319,87.6967026,"",,Unspecified,"","",,,,,,,S217015428,"",,,,,Glareola lactea,smapra1,Species,6280,,.00,0,,,
632564478,Audio,Grey Francolin,Ortygornis pondicerianus,,,Dinu Bandyopadhyay,2025-03-01,2025,3,1,800,India,IN-WB-BI,West Bengal,Birbhum,Lohagarh Math,23.6595583,87.6425202,"",,Unspecified,"","",,,,,,,S215959313,"",,,,,Ortygornis pondicerianus,gryfra,Species,1605,,.00,0,,,
632557114,Audio,Oriental Magpie-Robin,Copsychus saularis,"Passer domesticus -- House Sparrow; Dendrocitta vagabunda -- Rufous Treepie; Eudynamys scolopaceus -- Asian Koel; Corvus macrorhynchos -- Large-billed Crow",,Dipankar Dev,2025-03-23,2025,3,23,454,India,IN-TR-WT,Tripura,West Tripura,"Dhaleswar Road No. 13, Agartala, Near Nightingale Clinic",23.8413247,91.2974660,"",Song,Unspecified,"","",,,Realme 5 pro mobile phone ,,,,S220121491,"",,,An early morning chorus of different sounds of birds recorded during the Dawn Chorus day.,,Copsychus saularis,magrob,Species,28732,,4.00,1,"",,
632552363,Audio,Oriental Magpie-Robin,Copsychus saularis,Halcyon smyrnensis -- White-throated Kingfisher,,Sandip Das,2025-03-23,2025,3,23,1751,India,IN-WB-HG,West Bengal,Hooghly,"Dankuni H, West Bengal, IN (22.683, 88.29)",22.6826155,88.2896073,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220212011,"",,,,,Copsychus saularis,magrob,Species,28732,,3.00,1,"",,
632552190,Audio,Plain Prinia,Prinia inornata,"Centropus sinensis -- Greater Coucal; Ploceus philippinus -- Baya Weaver; Prinia flaviventris -- Yellow-bellied Prinia; Locustella davidi/thoracica -- Baikal/Spotted Bush Warbler",,Sandip Das,2025-03-23,2025,3,23,842,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota (Left Side Area), Hooghly, West Bengal, IN (22.69, 88.319)",22.6898713,88.3192916,"","Call; Song",Unspecified,"","",,,ZOOM H2N,,,,S220148757,"",,,,,Prinia inornata,plapri1,Species,23062,,4.00,1,"",,
632551725,Audio,Red Avadavat,Amandava amandava,Centropus sinensis -- Greater Coucal,,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,,,,,S220148457,"",,,,,Amandava amandava,redava,Species,31079,,4.00,1,"",,
632551539,Audio,Black Francolin,Francolinus francolinus,,,Suvadip Kundu,2025-03-23,2025,3,23,649,India,IN-UL-NA,Uttarakhand,Nainital,Chaffi (river bed),29.3728770,79.5788026,"",,Unspecified,"","",,,,,,,S220143139,"",,,,Song heard,Francolinus francolinus,blkfra,Species,1613,,.00,0,,,
632551514,Audio,bird sp.,Aves sp.,,,Batul Pipewala,2025-03-23,2025,3,23,522,India,IN-WB-KO,West Bengal,Kolkata,Flora Fountain,22.5483922,88.3825510,"",,Unspecified,"","",,,,,,,S220132813,"",,,,,Aves sp.,bird1,Spuh,35564,,.00,0,,,
632550957,Audio,Greater Coucal,Centropus sinensis,Ploceus philippinus -- Baya Weaver,,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Centropus sinensis,grecou1,Species,3075,,4.00,1,"",,
632550820,Audio,Baya Weaver,Ploceus philippinus,"Eudynamys scolopaceus -- Asian Koel; Phylloscopus fuscatus -- Dusky Warbler",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"","Call; Song",Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Ploceus philippinus,baywea1,Species,30629,,2.00,1,"",,
632550821,Audio,Baya Weaver,Ploceus philippinus,,,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"","Call; Song",Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Ploceus philippinus,baywea1,Species,30629,,4.00,1,"",,
632550818,Audio,Baya Weaver,Ploceus philippinus,"Eudynamys scolopaceus -- Asian Koel; Halcyon smyrnensis -- White-throated Kingfisher",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"","Call; Song",Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Ploceus philippinus,baywea1,Species,30629,,3.00,1,"",,
632550822,Audio,Baya Weaver,Ploceus philippinus,,,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"","Call; Song",Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Ploceus philippinus,baywea1,Species,30629,,4.00,1,"",,
632550819,Audio,Baya Weaver,Ploceus philippinus,"Eudynamys scolopaceus -- Asian Koel; Vanellus cinereus -- Grey-headed Lapwing; Cisticola juncidis -- Zitting Cisticola",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Ploceus philippinus,baywea1,Species,30629,,3.00,1,"",,
632550813,Audio,Rose-ringed Parakeet,Psittacula krameri,Ploceus philippinus -- Baya Weaver,,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Call,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Psittacula krameri,rorpar,Species,12232,,2.00,1,"",,
632550817,Audio,Baya Weaver,Ploceus philippinus,"Eudynamys scolopaceus -- Asian Koel; Centropus sinensis -- Greater Coucal; Psittacula krameri -- Rose-ringed Parakeet",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"","Call; Song",Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Ploceus philippinus,baywea1,Species,30629,,2.00,1,"",,
632550750,Audio,Paddyfield Warbler,Acrocephalus agricola,"Ploceus philippinus -- Baya Weaver; Eudynamys scolopaceus -- Asian Koel",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Call,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Acrocephalus agricola,padwar1,Species,23434,,3.00,1,"",,
632550726,Audio,Bengal Bushlark,Plocealauda assamica,"Cisticola juncidis -- Zitting Cisticola; Eudynamys scolopaceus -- Asian Koel; Gracupica contra -- Indian Pied Starling (Pied Myna); Hirundo rustica -- Barn Swallow; Vanellus indicus -- Red-wattled Lapwing",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Plocealauda assamica,benbus1,Species,22253,,3.00,1,"",,
632550722,Audio,Bengal Bushlark,Plocealauda assamica,"Gracupica contra -- Indian Pied Starling (Pied Myna); Eudynamys scolopaceus -- Asian Koel",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Plocealauda assamica,benbus1,Species,22253,,4.00,1,"",,
632550651,Audio,Plain Prinia,Prinia inornata,"Plocealauda assamica -- Bengal Bushlark; Eudynamys scolopaceus -- Asian Koel; Oriolus xanthornus -- Black-hooded Oriole; Dicrurus macrocercus -- Black Drongo; Amandava amandava -- Red Avadavat",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Prinia inornata,plapri1,Species,23062,,3.00,1,"",,
632550652,Audio,Plain Prinia,Prinia inornata,"Amandava amandava -- Red Avadavat; Centropus sinensis -- Greater Coucal",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Prinia inornata,plapri1,Species,23062,,3.00,1,"",,
632550469,Audio,Western/Eastern Yellow Wagtail,Motacilla flava/tschutschensis,,,Swami Bogim,2025-03-23,2025,3,23,1551,India,IN-AP-KR,Andhra Pradesh,Krishna,Krishna River--Kasaraneni Vari Palem Marshes,16.4115549,80.7087704,"",,Unspecified,"","",,,,,,,S220274302,"",,,,,Motacilla flava/tschutschensis,y00597,Slash,31431,,.00,0,,,
632550451,Audio,"Jerdon's Nightjar",Caprimulgus atripennis,,,Advait M,2025-03-23,2025,3,23,530,India,IN-KA-BN,Karnataka,Bengaluru Urban,Muthanallur Kere,12.8198358,77.7267265,"",,Unspecified,"","",,,,,,,S220145100,"",,,,Distant calls recorded,Caprimulgus atripennis,jernig1,Species,3621,,.00,0,,,
632550436,Audio,Oriental Skylark,Alauda gulgula,,,Swami Bogim,2025-03-23,2025,3,23,1551,India,IN-AP-KR,Andhra Pradesh,Krishna,Krishna River--Kasaraneni Vari Palem Marshes,16.4115549,80.7087704,"",,Unspecified,"","",,,,,,,S220274302,"",,,,,Alauda gulgula,orisky1,Species,22406,,4.00,1,,,
632550004,Audio,Zitting Cisticola,Cisticola juncidis,"Dicrurus macrocercus -- Black Drongo; Ploceus philippinus -- Baya Weaver; Motacilla tschutschensis -- Eastern Yellow Wagtail; Pelargopsis capensis -- Stork-billed Kingfisher; Eudynamys scolopaceus -- Asian Koel",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Flight Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Cisticola juncidis,zitcis1,Species,23300,,2.00,1,"",,
632550002,Audio,Zitting Cisticola,Cisticola juncidis,"Vanellus indicus -- Red-wattled Lapwing; Streptopelia decaocto -- Eurasian Collared-Dove; Eudynamys scolopaceus -- Asian Koel",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Flight Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Cisticola juncidis,zitcis1,Species,23300,,3.00,1,"",,
632549724,Audio,Common Tailorbird,Orthotomus sutorius,"Streptopelia decaocto -- Eurasian Collared-Dove; Eudynamys scolopaceus -- Asian Koel; Prinia inornata -- Plain Prinia",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Call,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,3.00,1,"",,
632549723,Audio,Common Tailorbird,Orthotomus sutorius,"Eudynamys scolopaceus -- Asian Koel; Cisticola juncidis -- Zitting Cisticola; Prinia inornata -- Plain Prinia",,Sandip Das,2025-03-23,2025,3,23,555,India,IN-WB-HG,West Bengal,Hooghly,"Bosipota, West Bengal, IN (22.687, 88.322)",22.6866088,88.3216359,"",Song,Unspecified,"","",,,ZOOM H2N,,,,S220148457,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,4.00,1,"",,
632549437,Audio,White-throated Kingfisher,Halcyon smyrnensis,"Pelargopsis capensis -- Stork-billed Kingfisher; Centropus sinensis -- Greater Coucal; Pycnonotus cafer -- Red-vented Bulbul",,Sandip Das,2025-03-23,2025,3,23,516,India,IN-WB-HG,West Bengal,Hooghly,"Dankuni H, West Bengal, IN (22.683, 88.289)",22.6828262,88.2894629,"",Dawn Song,Unspecified,"","",,,,,,,S220148126,"",,,DAWN CHORUS DAY ACTIVITIES,5.22,Halcyon smyrnensis,whtkin2,Species,9975,,2.00,1,"",,
632549432,Audio,White-breasted Waterhen,Amaurornis phoenicurus,"Pycnonotus cafer -- Red-vented Bulbul; Pelargopsis capensis -- Stork-billed Kingfisher; Centropus sinensis -- Greater Coucal; Corvus splendens -- House Crow; Orthotomus sutorius -- Common Tailorbird",,Sandip Das,2025-03-23,2025,3,23,516,India,IN-WB-HG,West Bengal,Hooghly,"Dankuni H, West Bengal, IN (22.683, 88.289)",22.6828262,88.2894629,"",Dawn Song,Unspecified,"","",,,,,,,S220148126,"",,,DAWN CHORUS DAY ACTIVITIES,5.15,Amaurornis phoenicurus,whbwat1,Species,5495,,3.00,1,"",,
632548851,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,712,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji  Nagar  Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0210572,75.5660107,Adult Male – 1,"Foraging or Eating; Song",Unspecified,"","",,,,,,,S220245078,"",,,,Males.,Cinnyris asiaticus,pursun4,Species,30175,,2.00,1,"",,
632548841,Audio,Common Tailorbird,Orthotomus sutorius,,,Shilpa Gadgil,2025-03-23,2025,3,23,712,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji  Nagar  Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0210572,75.5660107,"",,Unspecified,"","",,,,,,,S220245078,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,.00,0,,,
